ID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Chlorophyll_Sensor	Citation	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Depth	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	environment_(biome)	environment_(feature)	environment_(material)	environmental_package	Event_Date/Time_End	Event_Date/Time_Start	Event_Label	Experiment	Further_Details	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Last_Update_Date	Latitude_End	Latitude_Start	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Longitude_End	Longitude_Start	Nitrate_Sensor	Organism	Oxygen_Sensor	Platform	project_name	Protocol_Label	ReleaseDate	create_date	version	Salinity_Sensor	Sample_Collection_Device	Sample Name	Sample_name	Sample_Status	Sampling_Campaign	Sampling_Platform	Sampling_Station	size_fraction_lower_threshold	Size_Fraction_Upper_Threshold	SRA Study	temperature	INSDC_center_alias	external_id	Submitter_Id	ENA_first_public	ENA_last_update	Marine_Region	Alias	Description	ENA_checklist	SRA_accession	title	instrument_model (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	Scientific_Name
ERR598970	WGS	210	8961072036	PRJEB1787	SAMEA2620786	5546616150	GSC	0.162993	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-07-07 7:45	2010-07-07 4:48	TARA_20100707T0448Z_064_EVENT_PUMP	ERX556096	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:46Z	public	Illumina HiSeq 2000	2014-05-01Z	-29.5023	-29.5019	APY_AAAIOSF_r1	PAIRED	RANDOM	METAGENOMIC	37.9965	37.9889	99999	marine metagenome	210.00775	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T19:53:00Z	1	35.334717	PUMP (High Volume Peristaltic Pump)	SAMEA2620786	TARA_B100000401	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_064	0.22	3	ERP001736	22.165567	GSC	SAMEA2620786	TARA_B100000401	2014-09-12	2015-11-04										
ERR598971	WGS	196	31853872760	PRJEB1787	SAMEA2622362	22592202338	GSC	0	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	380	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-05-13 23:08	2011-05-13 16:08:58	TARA_20110513T1617Z_109_Combined-EVENTS_CAST	ERX556043	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:11Z	public	Illumina HiSeq 2000	2014-05-01Z	2.1008	2.0649	APY_ADHIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-84.5107	-84.5546	33.915981	marine metagenome	2.516667	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-18T20:30:00Z	1	34.79985	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2622362	TARA_B100000929	This version can be used to provide data discovery services	TARA_20110509Z	SV Tara	TARA_109	0.22	3	ERP001736	11.3158	GSC	SAMEA2622362	TARA_B100000929	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)									
ERR598972	WGS	200	8122430295	PRJEB1787	SAMEA2620828	5397565000	GSC	0.214573	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	65	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-07-08 8:50	2010-07-08 6:21	TARA_20100708T0621Z_064_EVENT_PUMP	ERX555948	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:40Z	public	Illumina HiSeq 2000	2014-05-01Z	-29.5123	-29.5333	APY_AABIOSF_r1	PAIRED	RANDOM	METAGENOMIC	37.8586	37.9117	-0.112031	marine metagenome	207.446227	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-18T00:04:00Z	1	35.335545	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2620828	TARA_B100000405	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_064	0.22	3	ERP001736	22.250309	GSC	SAMEA2620828	TARA_B100000405	2014-09-12	2015-11-04										
ERR598973	WGS	207	7558805666	PRJEB1787	SAMEA2620929	5052525439	GSC	0.250054	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-07-15 14:47	2010-07-15 12:22	TARA_20100715T1222Z_066_EVENT_PUMP	ERX556107	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:37Z	public	Illumina HiSeq 2000	2014-05-01Z	-34.8986	-34.9449	APY_AAGIOSF_r1	PAIRED	RANDOM	METAGENOMIC	18.03	17.9189	2.450991	marine metagenome	238.916333	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T19:41:00Z	1	35.323317	PUMP (High Volume Peristaltic Pump)	SAMEA2620929	TARA_B000000475	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_066	0.22	3	ERP001736	15.033492	GSC	SAMEA2620929	TARA_B000000475	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806)									
ERR598974	WGS	199	6516856967	PRJEB1787	SAMEA2619952	4198824510	GSC	0.353707	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	17	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-03-12 12:33	2010-03-12 12:23	TARA_20100312T1223Z_036_EVENT_PUMP	ERX556135	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:20Z	public	Illumina HiSeq 2000	2014-05-01Z	20.8199	20.8222	APY_ABQIOSF_r2	PAIRED	RANDOM	METAGENOMIC	63.5138	63.5133	0.367767	marine metagenome	211.606583	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-17T19:39:00Z	1	36.549267	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2619952	TARA_B100000035	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_036	0.22	1.6	ERP001736	25.37395	GSC	SAMEA2619952	TARA_B100000035	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)									
ERR598975	WGS	196	7410194646	PRJEB1787	SAMEA2619907	4802324698	GSC	0.181406	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	60	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-01-20 13:43	2010-01-20 11:50	TARA_20100120T1150Z_034_EVENT_PUMP	ERX555956	tbd	Genoscope	2014-09-12T17:03:36Z	2015-11-04T11:48:15Z	public	Illumina HiSeq 2000	2014-05-01Z	18.49	18.4417	APY_ABNIOSF_r2	PAIRED	RANDOM	METAGENOMIC	39.8483	39.8567	0.08645	marine metagenome	175.384083	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-17T19:37:00Z	1	38.916583	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2619907	TARA_B100000029	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_034	0.22	1.6	ERP001736	27.589917	GSC	SAMEA2619907	TARA_B100000029	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)									
ERR598976	WGS	197	39094876638	PRJEB1787	SAMEA2623850	27809322139	GSC	0.040347	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2012-03-09 13:03	2012-03-09 8:59	TARA_20120309T0859Z_151_EVENT_PUMP	ERX555957	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:00Z	public	Illumina HiSeq 2000	2014-05-01Z	36.139	36.1715	APY_AGPIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-28.9598	-29.023	0.334082	marine metagenome	232.053333	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-22T04:53:00Z	1	36.23775	PUMP (High Volume Peristaltic Pump)	SAMEA2623850	TARA_B100001564	This version can be used to provide data discovery services	TARA_20120223Z	SV Tara	TARA_151	0.22	3	ERP001736	17.260108	GSC	SAMEA2623850	TARA_B100001564	2014-09-12	2015-11-04										
ERR598977	WGS	188	7189160018	PRJEB1787	SAMEA2620217	4472225413	GSC	0.47554	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	60	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-03-30 12:20	2010-03-30 10:56	TARA_20100330T1056Z_041_EVENT_PUMP	ERX556125	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:28Z	public	Illumina HiSeq 2000	2014-05-01Z	14.5375	14.5536	APY_ACAIOSF_r1	PAIRED	RANDOM	METAGENOMIC	70.0244	70.0128	-0.224514	marine metagenome	148.328125	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-17T19:20:00Z	1	36.496162	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2620217	TARA_B100000287	This version can be used to provide data discovery services	TARA_20100327Z	SV Tara	TARA_041	0.22	1.6	ERP001736	27.117663	GSC	SAMEA2620217	TARA_B100000287	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777)									
ERR598978	WGS	198	26380169467	PRJEB1787	SAMEA2622173	17236089510	GSC	0.238224	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-04-21 23:14	2011-04-21 20:07	TARA_20110421T2007Z_102_EVENT_PUMP	ERX555954	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:30Z	public	Illumina HiSeq 2000	2014-05-01Z	-5.254	-5.2529	APY_ADCIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-85.2248	-85.1545	11.688971	marine metagenome	205.992583	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T21:48:00Z	1	34.748175	PUMP (High Volume Peristaltic Pump)	SAMEA2622173	TARA_B100000900	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_102	0.22	3	ERP001736	24.943108	GSC	SAMEA2622173	TARA_B100000900	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)									
ERR598979	WGS	191	9053042755	PRJEB1787	SAMEA2620855	6033219173	GSC	0.215292	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-07-12 9:00	2010-07-12 5:59	TARA_20100712T0559Z_065_EVENT_PUMP	ERX555970	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:36Z	public	Illumina HiSeq 2000	2014-05-01Z	-35.2087	-35.1728	APY_AADIOSF_r1	PAIRED	RANDOM	METAGENOMIC	26.2932	26.2868	99999	marine metagenome	207.0439	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T19:49:00Z	1	35.44666	PUMP (High Volume Peristaltic Pump)	SAMEA2620855	TARA_B000000437	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_065	0.22	3	ERP001736	21.81684	GSC	SAMEA2620855	TARA_B000000437	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760), Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)									
ERR598980	WGS	196	40054972110	PRJEB1787	SAMEA2623098	27623489729	GSC	0.005017	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	550	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-10-06 2:52	2011-10-05 20:45:47	TARA_20111005T2047Z_132_Combined-EVENTS_CAST	ERX556114	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:46Z	public	Illumina HiSeq 2000	2014-05-01Z	31.5319	31.528	APY_AFLIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-159.0668	-159.0224	29.0941	marine metagenome	138.735952	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-19T02:31:00Z	1	34.000507	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2623098	TARA_B100001245	This version can be used to provide data discovery services	TARA_20110928Z	SV Tara	TARA_132	0.22	3	ERP001736	6.689724	GSC	SAMEA2623098	TARA_B100001245	2014-09-12	2015-11-04										
ERR598981	WGS	198	4434037349	PRJEB1787	SAMEA2622149	2773716821	GSC	0.121464	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	177	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-04-16 19:52	2011-04-16 13:03:08	TARA_20110416T1306Z_100_Combined-EVENTS_CAST	ERX555977	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:15Z	public	Illumina HiSeq 2000	2014-05-01Z	-12.9057	-12.9794	APY_ADBIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-96.155	-96.0232	21.068385	marine metagenome	0.70843	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T20:02:00Z	1	34.840218	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2622149	TARA_B100000959	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_100	0.22	3	ERP001736	13.014573	GSC	SAMEA2622149	TARA_B100000959	2014-09-12	2015-11-04										
ERR598982	WGS	207	7786818322	PRJEB1787	SAMEA2620950	5301926465	GSC	0.424363	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	30	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-07-15 17:40	2010-07-15 15:36:10	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	ERX556046	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:46Z	public	Illumina HiSeq 2000	2014-05-01Z	-34.8477	-34.8901	APY_AAHIOSF_r1	PAIRED	RANDOM	METAGENOMIC	18.1136	18.0459	99999	marine metagenome	240.4135	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T21:51:00Z	1	35.3315	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2620950	TARA_B000000477	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_066	0.22	3	ERP001736	15.01895	GSC	SAMEA2620950	TARA_B000000477	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806)									
ERR598983	WGS	197	34724751061	PRJEB1787	SAMEA2623627	23558585955	GSC	0.296307	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2012-02-02 13:52	2012-02-02 11:52	TARA_20120202T1152Z_145_EVENT_PUMP	ERX556101	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:18Z	public	Illumina HiSeq 2000	2014-05-01Z	39.2173	39.2305	APY_AGCIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-72.0327	-70.0377	3.478193	marine metagenome	233.859	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-18T20:50:00Z	1	35.18335	PUMP (High Volume Peristaltic Pump)	SAMEA2623627	TARA_B100001142	This version can be used to provide data discovery services	TARA_20120126Z	SV Tara	TARA_145	0.22	3	ERP001736	14.11885	GSC	SAMEA2623627	TARA_B100001142	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Gulf of Maine/Bay of Fundy (MRGID:21849), Marine Ecoregion:Virginian (MRGID:21853)									
ERR598984	WGS	196	34547501233	PRJEB1787	SAMEA2621132	24353889687	GSC	0.050608	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-10-05 9:23	2010-10-05 8:00	TARA_20101005T0800Z_072_EVENT_PUMP	ERX556009	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:11Z	public	Illumina HiSeq 2000	2014-05-01Z	-8.7788	-8.7789	APY_ACHIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-17.9098	-17.9099	0.263475	marine metagenome	199.1195	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T22:44:00Z	1	36.42324	PUMP (High Volume Peristaltic Pump)	SAMEA2621132	TARA_B100000424	This version can be used to provide data discovery services	TARA_20101003Z	SV Tara	TARA_072	0.22	3	ERP001736	25.02619	GSC	SAMEA2621132	TARA_B100000424	2014-09-12	2015-11-04										
ERR598985	WGS	197	32445992734	PRJEB1787	SAMEA2623513	21537219762	GSC	0.008069	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	640	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2012-01-10 20:15	2012-01-10 14:49:35	TARA_20120110T1451Z_142_Combined-EVENTS_CAST	ERX555953	tbd	Genoscope	2014-09-12T17:03:36Z	2015-11-04T11:48:16Z	public	Illumina HiSeq 2000	2014-05-01Z	25.6405	25.6236	APY_AGBIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-88.4085	-88.45	31.851193	marine metagenome	108.240083	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-22T04:55:00Z	1	35.165658	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2623513	TARA_B100002049	This version can be used to provide data discovery services	TARA_20111230Z	SV Tara	TARA_142	0.22	3	ERP001736	9.756257	GSC	SAMEA2623513	TARA_B100002049	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Warm Temperate Northwest Atlantic (MRGID:21751), Marine Ecoregion:Southern Gulf of Mexico (MRGID:21983), Marine Ecoregion:Northern Gulf of Mexico (MRGID:22002)									
ERR598986	WGS	196	36235703961	PRJEB1787	SAMEA2623868	26111280573	GSC	0.247378	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	80	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2012-03-09 20:52	2012-03-09 17:42:29	TARA_20120309T1745Z_151_Combined-EVENTS_CAST	ERX556040	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:11Z	public	Illumina HiSeq 2000	2014-05-01Z	36.2108	36.1811	APY_AGQIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-28.7989	-28.9373	1.56535	marine metagenome	228.54515	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-21T04:55:00Z	1	36.162887	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2623868	TARA_B100001559	This version can be used to provide data discovery services	TARA_20120223Z	SV Tara	TARA_151	0.22	3	ERP001736	16.751066	GSC	SAMEA2623868	TARA_B100001559	2014-09-12	2015-11-04										
ERR598987	WGS	199	9505287780	PRJEB1787	SAMEA2623295	6103164194	GSC	99999	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	40	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-12-02 22:01	2011-12-02 20:42	TARA_20111202T2042Z_137_EVENT_PUMP	ERX556104	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:36Z	public	Illumina HiSeq 2000	2014-05-01Z	14.2016	14.2075	APY_AENIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-116.696	-116.6468	99999	marine metagenome	99999	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T19:48:00Z	1	99999	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2623295	TARA_B100001964	This version can be used to provide data discovery services	TARA_20111124Z	SV Tara	TARA_137	0.22	3	ERP001736	99999	GSC	SAMEA2623295	TARA_B100001964	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)									
ERR598988	WGS	200	9341549526	PRJEB1787	SAMEA2622796	5837047110	GSC	0.127609	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	120	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-08-05 22:18	2011-08-05 17:31:19	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	ERX556077	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:03Z	public	Illumina HiSeq 2000	2014-05-01Z	-9.067	-9.0714	APY_AEQIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-140.6346	-140.5973	4.458677	marine metagenome	175.895625	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T20:00:00Z	1	35.797875	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2622796	TARA_B100000676	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_124	0.22	3	ERP001736	25.221787	GSC	SAMEA2622796	TARA_B100000676	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)									
ERR598989	WGS	196	36455260631	PRJEB1787	SAMEA2623275	25474309051	GSC	0.290611	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-12-02 14:46	2011-12-02 14:12	TARA_20111202T1412Z_137_EVENT_PUMP	ERX556031	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:26Z	public	Illumina HiSeq 2000	2014-05-01Z	14.2017	14.2035	APY_AFQIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-116.6336	-116.6261	3.241307	marine metagenome	195.126917	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-20T08:20:00Z	1	33.884425	PUMP (High Volume Peristaltic Pump)	SAMEA2623275	TARA_B100001287	This version can be used to provide data discovery services	TARA_20111124Z	SV Tara	TARA_137	0.22	3	ERP001736	26.4091	GSC	SAMEA2623275	TARA_B100001287	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)									
